Time,Time Code,Name,Code,GDP
2022,YR2022,Europe & Central Asia,ECS,25344209837077.1
2022,YR2022,Europe & Central Asia (excluding high income),ECA,4129330109662.66
2022,YR2022,Europe & Central Asia (IDA & IBRD countries),TEC,5189746524698.23
2022,YR2022,European Union,EUU,16746544871112
2022,YR2022,Fragile and conflict affected situations,FCS,1906134056808.84
2022,YR2022,Heavily indebted poor countries (HIPC),HPC,980688371242.572
2022,YR2022,High income,HIC,61729512123777.8
2022,YR2022,IBRD only,IBD,37752366428370
2022,YR2022,IDA & IBRD total,IBT,40573962163610.3
2022,YR2022,IDA blend,IDB,1175091814528.12
2022,YR2022,IDA only,IDX,1647744371553.08
2022,YR2022,IDA total,IDA,2822821779328.87
2022,YR2022,Late-demographic dividend,LTE,28075737913541.5
2022,YR2022,Latin America & Caribbean,LCN,6302490414791.98
2022,YR2022,Latin America & Caribbean (excluding high income),LAC,5352536850675.35
2022,YR2022,Latin America & the Caribbean (IDA & IBRD countries),TLA,6001569526439.77
2022,YR2022,Least developed countries: UN classification,LDC,1424210446281.73
2022,YR2022,Low & middle income,LMY,38810361603320.4
2022,YR2022,Low income,LIC,528124562235.072
2022,YR2022,Lower middle income,LMC,8171521483867.57
2022,YR2022,Middle East & North Africa,MEA,4426622170629
2022,YR2022,Middle East & North Africa (excluding high income),MNA,1696713423187.56
2022,YR2022,Middle East & North Africa (IDA & IBRD countries),TMN,1677609783949.53
2022,YR2022,Middle income,MIC,38281934115375.6
2022,YR2022,North America,NAC,27608729369422
2022,YR2022,Not classified,INX,..
2022,YR2022,OECD members,OED,59849878381707.5
2022,YR2022,Other small states,OSS,530807158164.414
2022,YR2022,Pacific island small states,PSS,10324332231.7802
2022,YR2022,Post-demographic dividend,PST,56211584699649.4
2022,YR2022,Pre-demographic dividend,PRE,1617245641605.59
2022,YR2022,Small states,SST,636018280142.001
2022,YR2022,South Asia,SAS,4390347563465.91
2022,YR2022,South Asia (IDA & IBRD),TSA,4390347563465.91
2022,YR2022,Sub-Saharan Africa,SSF,2060531397309.08
2022,YR2022,Sub-Saharan Africa (excluding high income),SSA,2058942959164.7
2022,YR2022,Sub-Saharan Africa (IDA & IBRD countries),TSS,2060531397309.08
2022,YR2022,Upper middle income,UMC,30110929970107.6
2022,YR2022,World,WLD,100879560825391
,,,,
,,,,
,,,,
Data from database: World Development Indicators,,,,
Last Updated: 03/28/2024,,,,
